0.000756	0.000000
0.000566	0.614631
0.000792	0.715703
0.000535	0.816775
0.001025	0.917347
0.001031	0.917847
0.001019	1.118490
0.000474	1.119489
0.001306	1.220120
0.000792	1.320720
0.000517	1.421795
0.000376	1.522370
0.001209	1.622944
0.001031	1.723518
0.000499	1.924169
0.000547	2.025961
-0.000187	2.026462
0.000027	2.128092
0.000645	2.229192
0.000180	2.330331
-0.000199	2.431917
0.000462	2.533002
0.000021	2.634615
0.000474	2.735186
0.002102	2.836771
0.035459	2.938358
0.118424	3.038948
0.273397	3.142054
0.407946	3.242627
0.577242	3.344212
0.746121	3.444789
0.856965	3.545374
1.006295	3.646349
1.240169	3.747430
1.366014	3.848540
1.455277	3.949726
1.500808	4.050319
1.430268	4.151004
1.346783	4.253103
1.257484	4.354674
1.169072	4.456247
0.993931	4.557833
0.555483	4.658937
0.130824	4.759509
0.021700	4.860080
0.002965	4.960651
0.001710	5.062721
0.000994	5.163292
0.000762	5.263866
0.000884	5.365436
0.000670	5.466509
0.000707	5.567580
0.000921	5.668152
0.001270	5.769264
0.001184	5.869836
0.000786	5.971420
0.001447	6.072992
0.001251	6.174633
0.001435	6.276704
0.000988	6.378293
0.000382	6.479877
0.000241	6.581449
0.000180	6.683021
0.000866	6.784607
0.000762	6.886204
-0.000040	6.987775
0.000278	7.088848
0.000468	7.189448
0.001264	7.290052
0.000902	7.390635
0.002273	7.491719
0.001692	7.592308
0.002004	7.693102
0.002157	7.795226
0.003565	7.895844
0.041702	7.996951
0.103845	8.097153
0.365261	8.197295
0.175664	8.298434
0.003706	8.399638
0.002910	8.500839
0.001619	8.600916
0.001582	8.702784
0.001355	8.802865
0.001570	8.902946
0.001276	9.003026
0.001215	9.104109
0.001325	9.205217
0.001484	9.305355
0.001410	9.408053
0.001349	9.508831
0.001821	9.608906
0.001521	9.709984
0.000902	9.811575
0.000958	9.912150
0.001080	10.012226
0.015635	10.114303
0.109390	10.215379
0.278894	10.315454
0.521899	10.415529
0.751017	10.516373
1.009490	10.616453
1.216703	10.716571
1.303333	10.816663
1.403270	10.916764
1.400510	11.018868
1.451703	11.120005
1.491015	11.221105
1.483217	11.323214
1.502785	11.424293
1.441353	11.525369
1.337156	11.626445
1.078732	11.727965
0.960635	11.829559
1.047168	11.929657
1.172457	12.032267
1.291863	12.133848
1.394438	12.235448
1.414526	12.337030
1.453447	12.438171
1.426700	12.539351
1.372392	12.640427
1.362171	12.741505
1.227499	12.841580
0.850673	12.941656
0.205140	13.042734
0.019123	13.143811
0.003602	13.244888
0.002837	13.345811
0.002120	13.447945
0.002127	13.549043
0.002120	13.649653
0.002023	13.751805
0.000970	13.853385
0.001178	13.955532
0.000847	14.057665
0.000627	14.157867
0.001704	14.259947
0.001563	14.360022
0.001423	14.461100
0.001435	14.562177
0.003045	14.663253
0.003075	14.764333
0.002102	14.865911
0.001729	14.967623
0.004844	15.069810
0.009386	15.170953
0.015304	15.272588
0.018499	15.373698
0.034015	15.474801
0.044616	15.575940
0.076908	15.677031
0.127721	15.778414
0.190506	15.879491
0.237812	15.980113
0.285749	16.081689
0.377484	16.183766
0.408007	16.287365
0.449070	16.388448
0.483768	16.489465
0.350725	16.590547
0.151041	16.691631
0.048147	16.792774
0.052328	16.893857
0.239856	16.995507
0.420940	17.097091
0.436921	17.198668
0.417096	17.299873
0.434583	17.401450
0.371584	17.503028
0.221788	17.604121
0.132599	17.705199
0.125634	17.806269
0.094272	17.907357
0.067868	18.008449
0.086425	18.109571
0.093660	18.210723
0.100576	18.311849
0.296662	18.412955
0.605029	18.514049
1.007317	18.615165
1.073664	18.718306
0.983722	18.820879
1.073432	18.923993
1.044989	19.026066
0.633686	19.127155
0.325355	19.229039
0.217584	19.330123
0.143965	19.431624
0.107597	19.532825
0.089186	19.633903
0.092240	19.735184
0.122427	19.836799
0.108527	19.938495
0.120793	20.038640
0.207797	20.141433
0.248095	20.242015
0.247721	20.344157
0.282786	20.446876
0.376731	20.548576
0.452131	20.649655
0.604123	20.751035
0.703271	20.851615
0.752499	20.952699
0.726755	21.053914
0.497252	21.154567
0.303449	21.255175
0.177273	21.357279
0.123449	21.458382
0.293161	21.559574
0.383996	21.661344
0.246638	21.763083
0.260777	21.864223
0.408356	21.965337
0.214664	22.066441
0.239942	22.167566
0.648228	22.268707
0.549840	22.369809
0.479649	22.471991
0.695173	22.573568
0.650517	22.674645
0.303455	22.775722
0.312844	22.876799
0.514359	22.976875
0.263996	23.077953
0.386114	23.178030
0.417819	23.278106
0.591117	23.378182
0.449695	23.479260
0.828223	23.579336
0.701936	23.681413
0.953364	23.782681
0.987113	23.883759
0.524917	23.984837
0.185175	24.085914
0.035906	24.186502
0.002047	24.289082
0.000976	24.389158
-0.000267	24.491236
-0.000181	24.592313
-0.000279	24.693708
0.000468	24.795290
0.001037	24.895890
-0.000744	24.996003
-0.000169	25.096105
-0.000732	25.198298
0.000039	25.299312
-0.000322	25.400451
-0.000205	25.501555
-0.000609	25.602964
-0.000346	25.703042
-0.000915	25.805120
-0.000181	25.906199
-0.000065	26.007276
-0.000126	26.108354
-0.000089	26.210093
-0.000291	26.311670
-0.000077	26.411746
-0.000016	26.512824
0.000174	26.612901
-0.000034	26.715979
-0.000009	26.817055
-0.001252	26.919132
-0.000395	27.020210
-0.000156	27.122288
0.000046	27.223365
-0.000218	27.324442
-0.000297	27.424518
0.000309	27.526595
0.000297	27.626675
0.000254	27.728752
-0.000524	27.829834
-0.000126	27.931412
-0.000126	28.032490
0.000700	28.133067
0.000162	28.234144
-0.000199	28.335721
-0.000095	28.437300
0.000217	28.538877
0.000572	28.639455
0.000603	28.740532
0.000180	28.841913
0.000492	28.842916
0.001129	28.943481
0.000095	29.044698
-0.000664	29.145274
-0.000267	29.247857
-0.000058	29.349988
-0.001221	29.451576
-0.000346	29.553192
-0.000316	29.653762
0.000278	29.755833
-0.000977	29.857946
-0.000138	29.959517
0.000131	30.060608
-0.000175	30.162196
-0.000462	30.263288
-0.000095	30.363918
0.000186	30.465032
-0.000028	30.566124
